Linux 5.4.0-58-generic (Elliot) 	27/12/20 	_x86_64_	(2 CPU)

11:56:24        CPU     %user     %nice   %system   %iowait    %steal     %idle
12:02:24        all      0,50      0,00      0,00      0,00      0,00     99,50
12:02:25        all      1,00      0,50      0,00      0,50      0,00     98,00
12:02:26        all      0,50      0,00      0,50      0,00      0,00     99,00
12:02:27        all      0,00      0,00      0,50      0,00      0,00     99,50
12:02:28        all      1,00      0,00      0,00      0,00      0,00     99,00
12:02:29        all      0,00      0,00      0,50      0,00      0,00     99,50
12:02:30        all      0,50      0,00      0,00      0,50      0,00     98,99
12:02:31        all      0,00      0,00      0,00      0,00      0,00    100,00
12:02:32        all      0,00      0,00      0,00      0,00      0,00    100,00
12:02:33        all      0,00      0,00      0,00      0,00      0,00    100,00
12:02:34        all      0,50      0,00      0,00      0,00      0,00     99,50
12:02:35        all      0,00      0,00      0,00      1,01      0,00     98,99
12:02:36        all      0,50      0,00      0,00      0,00      0,00     99,50
12:02:37        all      0,00      0,00      0,50      0,00      0,00     99,50
12:02:38        all      0,50      0,00      0,50      0,00      0,00     99,00
12:02:39        all      0,00      0,00      0,00      0,00      0,00    100,00
12:02:40        all      0,00      0,00      0,00      0,50      0,00     99,50
12:02:41        all      0,00      0,00      0,00      0,00      0,00    100,00
12:02:42        all      0,50      0,00      0,00      0,00      0,00     99,50
12:02:43        all      0,50      0,00      0,00      0,00      0,00     99,50
12:02:44        all      0,50      0,00      0,00      0,00      0,00     99,50
12:02:45        all      0,00      0,00      0,00      1,49      0,00     98,51
12:02:46        all      0,00      0,00      0,50      0,00      0,00     99,50
12:02:47        all      0,00      0,00      0,00      0,00      0,00    100,00
12:02:48        all      0,00      0,00      0,00      0,00      0,00    100,00
12:02:49        all      0,00      0,00      0,00      0,00      0,00    100,00
12:02:50        all      1,00      0,00      1,00      0,50      0,00     97,51
12:02:51        all      0,50      0,00      0,00      0,00      0,00     99,50
12:02:52        all      0,00      0,00      0,00      0,00      0,00    100,00
12:02:53        all      0,50      0,00      0,00      0,00      0,00     99,50
12:02:54        all      0,00      0,00      0,00      0,00      0,00    100,00
12:02:55        all      0,50      0,00      0,00      1,00      0,00     98,51
12:02:56        all      0,50      0,00      0,00      0,00      0,00     99,50
12:02:57        all      0,00      0,00      0,00      0,00      0,00    100,00
12:02:58        all      0,00      0,00      0,50      0,00      0,00     99,50
12:02:59        all      0,00      0,00      0,00      0,00      0,00    100,00
12:03:00        all      0,50      0,00      0,00      0,50      0,00     98,99
12:03:01        all      0,00      0,50      0,00      0,00      0,00     99,50
12:03:02        all      0,50      0,00      1,00      0,00      0,00     98,50
12:03:03        all      0,00      0,00      0,00      0,00      0,00    100,00
12:03:04        all      0,00      0,00      0,50      0,00      0,00     99,50
12:03:05        all      0,00      0,00      0,00      0,50      0,00     99,50
12:03:06        all      0,00      0,00      0,50      0,00      0,00     99,50
12:03:07        all      0,00      0,00      0,00      0,00      0,00    100,00
12:03:08        all      0,00      0,00      0,00      0,50      0,00     99,50
12:03:09        all      1,00      0,00      0,00      0,00      0,00     99,00
12:03:10        all      0,00      0,00      0,00      0,51      0,00     99,49
12:03:11        all      0,00      0,00      0,00      0,00      0,00    100,00
12:03:12        all      0,50      0,00      0,00      0,00      0,00     99,50
12:03:13        all      0,00      0,00      0,00      0,00      0,00    100,00
12:03:14        all      0,00      0,00      0,00      0,00      0,00    100,00
12:03:15        all      0,00      0,00      0,50      0,50      0,00     98,99
12:03:16        all      1,01      0,00      0,00      0,00      0,00     98,99
12:03:17        all      0,50      0,00      1,00      0,00      0,00     98,51
12:03:18        all      0,00      0,50      0,00      0,00      0,00     99,50
12:03:19        all      0,50      0,00      1,49      0,00      0,00     98,02
12:03:20        all      0,00      0,00      0,50      1,00      0,00     98,50
12:03:21        all      0,99      0,00      0,50      0,00      0,00     98,51
12:03:22        all      0,00      0,00      0,50      0,00      0,00     99,50
12:03:23        all      0,00      0,00      0,00      0,00      0,00    100,00
12:03:24        all      0,50      0,00      0,00      0,00      0,00     99,50
12:03:25        all      0,00      0,00      0,00      0,51      0,00     99,49
12:03:26        all      0,00      0,00      0,50      0,00      0,00     99,50
12:03:27        all      0,50      0,00      0,50      0,00      0,00     99,00
12:03:28        all      0,00      0,00      0,99      0,00      0,00     99,01
12:03:29        all      0,50      0,00      0,00      0,00      0,00     99,50
